feature,importance
image_emb_275,1566.6861509084702
image_emb_98,1564.224128305912
image_emb_472,1564.087319135666
image_emb_282,1560.173913538456
image_emb_453,1555.1265964508057
text_emb_159,1554.308613717556
text_emb_47,1553.834182202816
image_emb_139,1551.9320771694183
image_emb_331,1551.865254163742
image_emb_468,1548.7527133226395
image_emb_140,1546.602442741394
image_emb_434,1545.3110724687576
image_emb_503,1544.1568945646286
image_emb_73,1540.0364828705788
image_emb_138,1540.0227799415588
image_emb_115,1538.5463092327118
image_emb_368,1535.8576840758324
text_emb_69,1529.8460668325424
image_emb_12,1525.4520270228386
image_emb_499,1524.780243217945
text_emb_260,1524.098296880722
image_emb_41,1523.8882241249084
image_emb_315,1521.526020526886
text_emb_42,1521.0765885710716
text_emb_51,1520.9081933498383
text_emb_276,1518.3894604444504
image_emb_29,1518.042520403862
image_emb_152,1516.558389544487
image_emb_5,1512.0955743789673
image_emb_326,1505.8091488480568
text_emb_351,1500.9392882585526
image_emb_443,1498.1283310055733
image_emb_358,1493.1939451098442
image_emb_189,1492.8949666023254
image_emb_483,1487.981207549572
image_emb_489,1487.39567142725
text_emb_252,1483.4103586673737
text_emb_56,1483.3884171247482
image_emb_192,1481.9273627400398
image_emb_97,1481.8424295186996
text_emb_1,1446.134384572506
text_emb_299,1443.1696212887764
image_emb_28,1442.5352110266685
image_emb_195,1442.4514805674553
image_emb_126,1441.4655404090881
image_emb_310,1440.07178068161
image_emb_277,1437.717646241188
image_emb_223,1433.0327330827713
image_emb_279,1429.9380605220795
image_emb_294,1427.5048626065254
image_emb_440,1420.5086308121681
image_emb_297,1413.0838545560837
image_emb_272,1412.0165666043758
image_emb_407,1409.8289487361908
image_emb_268,1407.0235753059387
image_emb_325,1405.1368975043297
image_emb_103,1397.5877559781075
image_emb_457,1396.939775466919
image_emb_264,1393.8175197839737
text_emb_77,1393.3651465773582
image_emb_250,1388.2520160675049
image_emb_2,1386.9446815252304
image_emb_366,1385.9242550134659
image_emb_203,1385.3717250227928
image_emb_171,1380.4797194004059
image_emb_135,1372.8258167505264
image_emb_49,1370.9549379944801
image_emb_225,1364.4200887680054
